17354,2790.0, None, None
 1339,1253.5714285714287,42.233513,-71.006101
82851,1207.5,42.369203,-71.101015
 9221,1641.081081081081, None, None
 3253,1492.6530612244899,42.383968,-71.092101
 4001,2253.103448275862,42.377644,-71.03133
89608,2184.5454545454545,42.323132,-71.099592
111146,3677.1428571428573,42.549752,-70.931153
 9172,1543.0434782608695,42.314177,-71.21603
 8553,2483.3333333333335,42.336252,-71.148774
 4614,3072.0,42.398446,-71.234394
 4918,3517.5, None, None
70238,485.9154929577465,42.288168,-71.145032
 6250,3555.0,42.362259,-71.086206
 1804,370.1587301587302,42.323462,-71.0896
 5037,1471.304347826087,42.314177,-71.21603
70007,437.46835443037975,42.510149,-70.989516
 8465,2450.0,42.336252,-71.148774
 6177,1781.5384615384614,42.352247,-71.046901
 5598,548.3076923076923,42.34557,-71.081696
 4297,1424.0816326530612,42.383968,-71.092101
 5870,1610.2325581395348,42.38837,-71.026854
49903,1195.7142857142858,42.549752,-70.931153
 5300,986.5714285714286, None, None
  608,554.6666666666666,42.430291,-71.08622
 8467,2453.3333333333335,42.336252,-71.148774
 2797,1950.0,42.192747,-71.059709
 5644,2685.8823529411766,42.498558,-70.954141
 7163,5595.0,42.362259,-71.086206
 2448,658.8785046728972,42.427576,-71.050902
 4404,2977.5, None, None
 2889,1810.7692307692307,42.352247,-71.046901
 5674,2617.8947368421054,42.41787,-71.010378
 2355,746.3736263736264,42.261535,-71.1223
 4860,1537.6744186046512,42.38837,-71.026854
 7194,2772.0,42.443302,-71.068052
 2688,870.3703703703703,42.241728,-71.130753
 3708,1612.857142857143,42.413444,-71.108991
 3116,2170.909090909091,42.323132,-71.099592
49739,2106.923076923077, None, None
 4089,2505.6,42.402028,-71.035402
 1168,1196.949152542373,42.456528,-70.993273
 3852,1553.75,42.580255,-70.886459
 2817,1830.0, None, None
  986,514.2857142857143,42.411567,-70.996415
 5684,2608.4210526315787,42.41787,-71.010378
 5781,3532.5,42.362259,-71.086206
 2686,871.1111111111111,42.241728,-71.130753
 3124,2204.3478260869565,42.489127,-71.278935
 7602,2980.0,42.398446,-71.234394
 7890,2442.8571428571427,42.414274,-71.119813
16458,1659.5121951219512,42.258447,-71.081447
11587,977.3684210526316,42.401721,-71.116808
 2050,717.0588235294117,42.381889,-70.98615
 1294,1477.7142857142858,42.402773,-71.043325
 2286,459.2307692307692,42.319449,-71.09816
24610,1642.3255813953488,42.38837,-71.026854
 9161,1677.0,42.369203,-71.101015
  954,569.5238095238095,42.303532,-71.071545
 2405,925.2631578947369,42.401721,-71.116808
78632,3244.285714285714,42.549752,-70.931153
30287,955.068493150685,42.39295,-71.128818
  256,1110.4761904761904,42.385875,-71.09619
